article_id	keywords
acm625443	image processing
acm625443	graphical user interfaces
acm625443	evaluation
acm625443	designer guidelines
acm625443	design
acm625443	computer graphics
acm625443	analysis
acm627798	visualizing multidimensional
acm627798	visualizing large databases
acm627798	multivariate data
acm627798	explorative data analysis
acm627798	data mining
acm628634	projective group pgl(2)
acm628634	piecewise smooth closed curve
acm628634	object recognition
acm628634	isoperimetric normalization
acm628634	invariant shape descriptor
acm628634	image processing
acm628634	edge detection
acm628634	computational geometry
acm628634	closed planar curves
acm628634	canonical form
acm631037	vertex order
acm631037	splines (mathematics)
acm631037	splines
acm631037	optimisation
acm631037	optimal rank assignment
acm631037	optimal coordinates
acm631037	novel weight function
acm631037	network simplex algorithm
acm631037	local transpositions
acm631037	iterative heuristic
acm631037	four-pass algorithm
acm631037	directed graphs
acm631037	computer graphics
acm631037	auxiliary graph
acm632834	visualization
acm632834	treemap
acm632834	investing
acm632834	interactive graphics
acm63669	reliability
acm63669	performance
acm63669	measurement
acm63669	management
acm64992	web view
acm64992	systems and software
acm64992	search process
acm64992	information systems
acm64992	information storage and retrieval
acm64992	information search and retrieval
acm64992	human factors
acm64992	design
acm655120	visualizing multidimensional and multivariate data
acm655120	visualizing large data sets
acm655120	visual query systems
acm655120	interfaces to database systems
acm655120	data mining
acm69235	three-dimensional graphics and realism
acm69235	theory
acm69235	processor architectures
acm69235	parallel processors
acm69235	multiple data stream architectures (multiprocessors)
acm69235	computing methodologies
acm69235	computer systems organization
acm69235	computer graphics
acm69235	animation
acm69235	algorithms
acm702778	spatial metaphor
acm702778	regular layout
acm702778	icon
acm702778	graphical interface
acm702778	ecological layout
acm702778	3d interface
acm721078	visualization systems
acm721078	view/value
acm721078	user interactions
acm721078	spreadsheet
acm721078	operators
acm721078	information visualization
acm721078	framework
acm721078	extensibility
acm721078	design
acm721080	time varying data
acm721080	three-dimensional information visualization
acm721080	physics-based graph layout
acm721080	object-oriented visualization toolkit
acm721080	multidimensional information modeling
acm721083	user interfaces
acm721083	text visualization
acm721083	procedural visualization
acm721083	information visualization
acm721083	information retrieval
acm721083	implicit surface modeling
acm721083	graphics
acm721083	document clustering
acm721083	blobby models
acm721212	user scenario
acm721212	information visualization
acm721212	information analysis
acm721212	document analysis
acm721213	threading
acm721213	structure
acm721213	streamlines
acm721213	similarity
acm721213	ribbons
acm721213	proteins
acm721213	glyphs
acm721213	fold recognition
acm721213	amino acids
acm721213	alignment
acm721214	visual programming
acm721214	viewing algorithms
acm721214	testing and debugging
acm721214	picture/image generation
acm721214	debugging aids
acm721217	distributed algorithms
acm721217	algorithm visualization
acm721217	algorithm animation
acm721218	trellis displays
acm721218	relational data
acm721218	dimensional stacking
acm721218	decision table
acm721218	data mining
acm721218	classifier
acm728600	visualization
acm728600	software visualization
acm728600	node disjointness problem
acm728600	nested graphs
acm728600	graph layouts
acm728600	fisheye views
acm728752	straight-line drawing
acm728752	hierarchical graph
acm728752	computational geometry
acm728752	clustered graph
acm728752	automatic graph drawing
acm73662	user interfaces
acm73662	three-dimensional graphics and realism
acm73662	subjects: animation
acm73662	information storage and retrieval
acm73662	design tools and techniques
acm7478	reliable broadcast
acm7478	reliability
acm7478	fault-tolerant process groups
acm7478	atomic broadcast
acm760271	plane disc tree
acm760271	information visualization
acm760271	hierarchy
acm760271	disc tree
acm760271	compact disc tree
acm76334	languages
acm76334	experimentation
acm76334	design
acm76897	static analysis
acm76897	program visualization
acm76897	program replay
acm76897	probe-effect
acm76897	parallel processing
acm76897	nondeterminism
acm76897	event history
acm76897	distributed computing
acm769924	visual hierarchy
acm769924	scatterplot matrices
acm769924	parallel coordinates
acm769924	dimensionality reduction
acm775064	olap
acm775064	hierarchical projection
acm775064	databases
acm775064	data warehouses
acm776774	social network analysis
acm776774	information visualization
acm776774	graph drawing
acm776774	force-directed placement
acm776774	centrality
acm778316	visualization
acm778316	knowledge discovery in databases
acm779243	raid
acm779243	parallel disk model
acm779243	out-of-core
acm779243	locality and load balancing
acm779243	indivisibility assumption
acm779243	i/o complexity
acm779243	fourier transform
acm779243	external memory
acm779243	disk striping
acm779243	disk block
acm779243	batched sorting
acm779243	batched graph problems
acm779243	batched computational geometry
acm785915	volume preview
acm785915	user interface
acm785915	science data
acm785915	query preview
acm785915	preview bar
acm785915	network
acm785915	information system
acm785915	dynamic query
acm785915	direct manipulation
acm79026	trees
acm79026	graph theory
acm794502	image segmentation
acm794502	grouping
acm794502	graph partitioning
acm801140	user interfaces
acm801140	structured programming
acm801140	languages
acm801140	human factors
acm801140	design
acm806818	visible surface algorithms
acm806818	raster displays
acm806818	lens and aperture
acm806818	computer graphics
acm806818	camera model
acm808590	transparency
acm808590	translucency
acm808590	shadows
acm808590	ray tracing
acm808590	penumbras
acm808590	motion blur
acm808590	gloss
acm808590	focus
acm808590	depth of field
acm808590	constructive solid geometry
acm808590	camera
acm808596	computer science education
acm808596	algorithm design
acm808596	algorithm animation
acm808596	algorithm analysis
acm81354	software modules
acm81354	software engineering
acm81354	real-time responses
acm81354	plan-goal graph
acm81354	pilot's associate
acm81354	pa
acm81354	operational characteristics
acm81354	mission goal
acm81354	military systems
acm81354	human-factors
acm81354	human factors
acm81354	expert systems
acm81354	expert system
acm81354	computer-aided fighter pilots
acm81354	air-to-air combat
acm81354	aerospace computing
acm833835	visualization
acm833835	similarity search
acm833835	sequence
acm833835	protein
acm833835	molecular biology 
acm833835	dna
acm833844	visual data exploration
acm833844	multivariate data visualization
acm833844	brushing
acm833846	visualizing multidimensional and multivariate data
acm833846	visualizing large sequential data sets
acm833846	visualizing large data sets
acm833846	recursive visualization techniques
acm833846	interfaces to databases
acm833851	scientific visualization
acm833851	iconic visualization
acm833851	feature extraction
acm833851	attribute calculation
acm833862	spatial frequency
acm833862	rule-based tool
acm833862	pravdacolor
acm833862	ibm visualization data explorer
acm833862	human perceptual system
acm833862	expert systems
acm833862	data visualisation
acm833862	data type
acm833862	data analysis
acm833862	colour graphics
acm833862	colormap selection
acm833874	semantic networks
acm833874	data-driven diagram generation
acm833874	data visualization
acm833874	ave
acm833874	automatic visualization environment
acm833884	visual database exploration
acm833884	user modeling
acm833884	metadata
acm833884	interaction
acm833884	database visualization
acm833887	wavelet transform
acm833887	multiresolution visualization
acm833887	data visualization
acm833887	data compression
acm834348	multimedia computing
acm834348	data visualization
acm834348	computer science education
acm834348	computer animation
acm834348	algorithm theory
acm834348	algorithm animation
acm834354	visualization
acm834354	information visualization
acm834354	graphical user interfaces
acm834481	spreadsheet
acm834481	information visualization
acm834481	fluid user interfaces
acm834481	dataflow graph
acm834481	animation
acm834493	visual programming
acm834493	visual databases
acm834493	viqing
acm834493	query processing
acm850372	usability study
acm850372	overview adobe acrobat quicktime windows media player real player
acm850372	navigation
acm850372	empirical study
acm850372	3d information visualization
acm856684	windows nt-based operational systemieee conference on information visualisation (iv '97)
acm856684	visualization-oriented user-interface
acm856684	visual context
acm856684	unstructured text
acm856684	starlight software
acm856684	starlight information visualization system
acm856684	retrieval technologies
acm856684	levels of abstraction
acm856684	intelligence analysis applications
acm856684	information system
acm856684	information storage
acm856684	information collections
acm856684	information analysis
acm856684	geographic information
acm856684	digital imagery
acm856684	3d visualization techniques
acm856684	concurrent visualization techniques
acm856685	telescope
acm856685	software architectures
acm856685	semantic zoom capabilities
acm856685	reusable support
acm856685	object-oriented architecture
acm856685	information visualization systems
acm856685	data visualisation
acm856685	customizable infrastructure
acm856685	complex data
acm856685	cityvis
acm856685	city dataieee conference on information visualisation (iv '97)
acm856685	automatic abstraction management
acm856685	abstractor objects
acm856685	abstraction scales
acm856693	interactive data drilling
acm856693	information drill-down
acm856693	hypermedia
acm856693	data visualization
acm856694	widely disparate spatial scales
acm856694	virtual reality
acm856694	virtual display spaces
acm856694	viewfinders
acm856694	relative scaleieee conference on information visualisation (iv '97)
acm856694	multi-scale multi-layer translucent virtual space
acm856694	macroscope
acm856694	interactive technique
acm856694	3d zoom
acm856694	browsing
acm857576	workstations
acm857576	user actions
acm857576	toggles
acm857576	starfields
acm857576	sliders
acm857576	query processing
acm857576	query formulation
acm857576	query devices
acm857576	network
acm857576	multiple visualizations
acm857576	multiple query devices
acm857576	multiple ivee clients
acm857576	multimedia information
acm857576	multimedia computing
acm857576	maps
acm857576	ivee
acm857576	information visualization and exploration environment
acm857576	html file
acm857576	details-on-demand retrieval
acm857576	database relations
acm857576	database objects
acm857576	data visualisation
acm857576	computer animation
acm857576	automatic dynamic query creation
acm857576	arbitrary graphical objects
acm857576	alphasliders
acm857577	visualizations
acm857577	user action
acm857577	selective dynamic manipulation
acm857577	sdm
acm857577	object set selection
acm857577	malleable information graphics
acm857577	interactive techniques
acm857577	interactive systems
acm857577	information analysis tasks
acm857577	graphical user interfaces
acm857577	direct manipulation
acm857577	data visualisation
acm857578	web access
acm857578	vrmosaic
acm857578	vr-capable interviews
acm857578	virtual reality
acm857578	virtual environment
acm857578	realeyes
acm857578	nongeometric information
acm857578	nongeometric data
acm857578	large-scale geometry display
acm857578	information networks
acm857578	fully immersive vr system
acm857578	frame rates
acm857578	flat screen mosaic
acm857578	first person perspective
acm857578	detailed geometry display
acm857578	data visualisation
acm857578	computer displays
acm857579	word processing
acm857579	visual databases
acm857579	visual browsing
acm857579	visual analysis
acm857579	text documents
acm857579	text content spatialization
acm857579	text content
acm857579	spatial representation
acm857579	spatial analysis
acm857579	regulations
acm857579	procedures
acm857579	perception
acm857579	nonvisual visualization
acm857579	natural world
acm857579	library automation
acm857579	libraries
acm857579	large text document corpora
acm857579	informational characteristics
acm857579	information retrieval
acm857579	information interaction
acm857579	digital libraries
acm857579	data visualisation
acm857579	archived reports
acm857579	action
acm857580	visual programming
acm857580	user interfaces
acm857580	software visualization
acm857580	object-oriented programs
acm857580	object-oriented programming
acm857580	large information spaces
acm857580	information navigation
acm857580	information mural
acm857580	information display
acm857580	grayscale shading
acm857580	global views
acm857580	display screen
acm857580	data visualization
acm857580	data visualisation
acm857580	colour graphics
acm857580	color graphics
acm857580	browsing
acm857580	antialiasing techniques
acm857580	antialiasing
acm857581	world-wide network data
acm857581	world-wide communications
acm857581	time indicator
acm857581	telecommunication traffic
acm857581	telecommunication computing
acm857581	stereo image processing
acm857581	network traffic visualisation
acm857581	navigation
acm857581	line crossing clutter reduction
acm857581	large data sets
acm857581	internet traffic
acm857581	internet
acm857581	globe surface translucency
acm857581	geographic context
acm857581	data visualisation
acm857581	3d 3displays
acm857581	computer animation
acm857581	arc height
acm857582	user navigation
acm857582	size
acm857582	search tools
acm857582	search requests
acm857582	returned documents
acm857582	order
acm857582	online front-ends
acm857582	large document spaces
acm857582	internet
acm857582	information retrieval
acm857582	information overload management
acm857582	indentation
acm857582	hierarchically structured information viewing
acm857582	fish search visualization tool
acm857582	document hierarch
acm857582	data visualisation
acm857582	data attributes
acm857582	color
acm857583	www spaces
acm857583	navigational facilities
acm857583	location feedback
acm857583	internet
acm857583	information visualisation
acm857583	information systems
acm857583	information retrieval
acm857583	hypermedia
acm857583	hyper-g internet information system
acm857583	harmony internet browser
acm857583	harmony client
acm857583	gopher spaces
acm857583	data visualisation
acm857583	data structures
acm857583	data models
acm857583	cyberspace visualisation
acm857584	world wide web
acm857584	visualisation tools
acm857584	visual programming
acm857584	virtual reality
acm857584	user support
acm857584	software systems
acm857584	self-adjusting systems
acm857584	programming environments
acm857584	object manipulation
acm857584	navigation
acm857584	narcissus
acm857584	large computer based data sets
acm857584	intuitive understanding
acm857584	information visualisation
acm857584	information systems
acm857584	information retrieval
acm857584	information networks
acm857584	data visualisation
acm857584	data manipulation
acm857584	concurrent engineering
acm857584	complex information spaces
acm857584	adaptive systems
acm857585	world-wide web hyperspace
acm857585	visual representation
acm857585	user-centric approach
acm857585	retrieved documents
acm857585	personal information hyperspace
acm857585	new information discovery
acm857585	new information analysis
acm857585	internet resource visualisation
acm857585	internet
acm857585	information retrieval
acm857585	information resource interaction
acm857585	information analysis
acm857585	hyperspace hierarchical structure
acm857585	documents
acm857585	document linking
acm857585	data visualisation
acm857585	browsing
acm857587	world wide web
acm857587	workstations
acm857587	unix
acm857587	technology transfer
acm857587	scientific visualization capabilities
acm857587	public administration
acm857587	policy analysts
acm857587	personal computers
acm857587	operating systems (computers)
acm857587	microcomputer applications
acm857587	knowledge dissemination
acm857587	internet
acm857587	intelligent visualization capability access
acm857587	information retrieval
acm857587	information dissemination
acm857587	high performance unix workstations
acm857587	government data processing
acm857587	epa case study
acm857587	environmental scientists
acm857587	environmental science computing
acm857587	decision makers
acm857587	data visualisation
acm857589	visual databases
acm857589	user interfaces
acm857589	user interface
acm857589	thumbnail image recognition
acm857589	thumbnail creation
acm857589	static codebook compression
acm857589	searching
acm857589	parent image treatment
acm857589	lossy image compression
acm857589	image selection
acm857589	image reduction
acm857589	image databases
acm857589	image coding
acm857589	edge-detecting smoothing
acm857589	edge detection
acm857589	data visualisation
acm857589	data compression
acm857590	semantic networks
acm857590	process model
acm857590	information visualization
acm857590	diagrams
acm857590	diagram design
acm857590	data visualisation
acm857590	data characterization
acm857590	cad
acm857590	ave
acm857590	automatic visualization process
acm857590	automatic visualization engine
acm857590	aesthetics
acm857591	visualisation tools
acm857591	user interfaces
acm857591	prosection matrix
acm857591	optimisation
acm857591	manufacturing process
acm857591	interactive systems
acm857591	interactive display
acm857591	influence explorer
acm857591	functional design
acm857591	engineering graphics
acm857591	engineering artifact design
acm857591	electronic circuit design
acm857591	data visualisation
acm857591	circuit cad
acm857591	cad
acm857592	user requests
acm857592	user modelling
acm857592	user model
acm857592	time consuming
acm857592	manual layout
acm857592	layout algorithms
acm857592	information retrieval
acm857592	information network
acm857592	information browsing
acm857592	human factors
acm857592	graphical user interfaces
acm857592	graphical representations
acm857592	graph structured information
acm857592	display layouts
acm857592	computer animation
acm857592	automatic layout system
acm857592	automatic display layout
acm857593	visual design
acm857593	three dimensional computer graphics
acm857593	securities trading
acm857593	securities market
acm857593	securities industry
acm857593	risk management
acm857593	information animation applications
acm857593	fixed-income risk viewing
acm857593	fixed income trading analytics
acm857593	financial data processing
acm857593	equity trading analytics
acm857593	decision-support tool
acm857593	decision support systems
acm857593	data visualisation
acm857593	3d computer graphics
acm857593	computer animation
acm857593	capital markets
acm857597	visual clutter
acm857597	user control
acm857597	usage-based filtering
acm857597	tree data structures
acm857597	tool efficacy
acm857597	texturing
acm857597	node layout algorithm
acm857597	interaction techniques
acm857597	huge information hierarchy visualisation
acm857597	huge information hierarchy interaction
acm857597	huge hierarchies
acm857597	hand-coupled rotation
acm857597	graphical techniques
acm857597	fsviz
acm857597	fish-eye zooming
acm857597	empirical evaluation
acm857597	dynamic queries
acm857597	distant node coalescence
acm857597	depth cueing
acm857597	data visualisation
acm857597	cone trees
acm857597	cone tree visualization systems
acm857597	computer animation
acm857597	colour
acm857597	animated zooming
acm857598	very large databases
acm857598	transparency
acm857598	selective rearrangements
acm857598	rendering step
acm857598	query step
acm857598	query processing
acm857598	performance issues
acm857598	layout step
acm857598	large databases
acm857598	large database analysis
acm857598	interactive 3d visualization
acm857598	information panels
acm857598	image merging
acm857598	image comparison
acm857598	display space
acm857598	dataspace
acm857598	data visualisation
acm857598	data analysis
acm857598	3d graph layout
acm857598	continuous navigation facilities
acm857598	computer displays
acm857598	3d graphic operations
acm857599	user learning
acm857599	two-handed interaction
acm857599	three-dimensional volumetric visualization
acm857599	three-dimensional perception
acm857599	textual documents
acm857599	surface-based information visualization
acm857599	stereoscopic viewing
acm857599	sfa
acm857599	navigation
acm857599	multivariate time-varying information
acm857599	minimally immersive volumetric interactive system
acm857599	information visualization
acm857599	information attributes
acm857599	hypertext
acm857599	human visual system
acm857599	glyph-based volume rendering
acm857599	document similarity
acm857599	data visualisation
acm857599	3d information visualization
acm857600	visualization tool
acm857600	telephone call billing data
acm857600	multiway tables
acm857600	large databases
acm857600	interactive visualization
acm857600	interactive systems
acm857600	database summarizing
acm857600	business data visualization applications
acm857601	user interface
acm857601	two dimensions
acm857601	three dimensions
acm857601	text
acm857601	spreadsheet cells
acm857601	real-time financial information
acm857601	presentation
acm857601	numbers
acm857601	market trends
acm857601	information presentation
acm857601	images
acm857601	graphics
acm857601	functions
acm857601	finesse
acm857601	financial information spreadsheet
acm857601	financial data processing
acm857601	data visualization
acm857601	arithmetic
acm857602	stochastic perturbation
acm857602	n-dimensional data set visualization
acm857602	multivariate data
acm857602	multidimensional scaling animation
acm857602	multidimensional data
acm857602	iterative nonlinear technique
acm857602	high-dimensional data sets
acm857602	flow visualization
acm857602	computer animation
acm857603	wavelets
acm857603	very large data visualization
acm857603	system prototype
acm857603	space projection
acm857603	multivariate data visualization
acm857603	multiresolution visualization design
acm857603	logical display resolution
acm857603	hyperslice representation
acm857603	data visualisation
acm857603	data resolution
acm857604	three-dimensional visualisation
acm857604	three dimensional icons
acm857604	search queries
acm857604	navigational facilities
acm857604	link map
acm857604	internet
acm857604	hyperlink
acm857604	hyper-g web server
acm857604	hierarchy map
acm857604	hierarchical structure
acm857604	harmony information landscape
acm857604	harmony browser
acm857604	document representation
acm857604	data model
acm857604	3d icons
acm857605	world wide web
acm857605	user friendly
acm857605	text search
acm857605	query processing
acm857605	online front-ends
acm857605	multimedia web search engines
acm857605	internet
acm857605	image search
acm857605	document retrieval
acm857605	data visualization
acm857606	smooth interpolation
acm857606	piecewise linear methods
acm857606	normal views
acm857606	nonlinear magnification transformations
acm857606	multiple transformations combination
acm857606	magnifications combination
acm857606	expressiveness
acm857606	efficiency
acm857606	domain constraint
acm857606	data visualisation
acm857607	selection mechanism taxonomy
acm857607	recognizable data features
acm857607	pattern highlighting
acm857607	operation systems
acm857607	linked-views systems
acm857607	interesting results
acm857607	icon selection
acm857607	drill-down analysis
acm857607	desktop gui
acm857607	data visualization
acm857607	data visualisation
acm857607	data subset selection
acm857607	data manipulation
acm857607	data displays
acm857607	complex data-rich systems
acm857608	user interface metaphors
acm857608	user interface design
acm857608	three-dimensional displays
acm857608	symmetric distortion function
acm857608	smooth integration
acm857608	screen layout
acm857608	line of sight
acm857608	internal data regions
acm857608	internal access
acm857608	information visualization
acm857608	focus
acm857608	distortion viewing techniques
acm857608	detail
acm857608	3d information presentation
acm857608	context views
acm857608	3d interaction
acm857609	visualizing
acm857609	tree data structures
acm857609	top-nesting layered maps
acm857609	tennis match
acm857609	iconic representations
acm857609	competition property
acm857609	athletic events
acm857612	visualizing information
acm857612	visualization
acm857612	textual entities
acm857612	textual corpora
acm857612	self organizing maps
acm857612	information representations
acm857612	documents evaluated as pictures
acm857612	depict
acm857612	data visualisation
acm857612	context vectors
acm857613	www
acm857613	world wide web
acm857613	visual databases
acm857613	master environmental library system
acm857613	java applets
acm857613	interactive system
acm857613	hypertext markup language
acm857613	html
acm857613	geospatial metadata visualization
acm857613	geospatial metadata querying
acm857613	federal geographic data committee
acm857613	distributed data access
acm857613	datasets
acm857613	content standards
acm857614	usability log data visualisation
acm857614	usability analysis
acm857614	organizing structure
acm857614	mouse click
acm857614	key press
acm857614	graphical user interface testing
acm857614	geometry
acm857614	data visualisation
acm857614	data logging
acm857614	data analysis
acm857614	custom visualizations
acm857614	charts
acm857615	world-wide web
acm857615	vrml
acm857615	tunnel structure
acm857615	suboptimal topology
acm857615	real-time video
acm857615	real-time audio
acm857615	nasa shuttle launches
acm857615	multiple receivers
acm857615	multicast backbone
acm857615	minimal packet duplication
acm857615	meetings
acm857615	mbone topology visualisation
acm857615	mbone routers
acm857615	ip addresses
acm857615	internet mbone
acm857615	internet
acm857615	interactive 3d maps
acm857615	hostnames
acm857615	geographic representation
acm857615	data visualization
acm857615	congressional sessions
acm857615	conferences
acm857615	case study
acm857617	visual interpretation preferences
acm857617	user information-seeking goals
acm857617	static environments
acm857617	quantitative information
acm857617	qualitative information
acm857617	presentations design
acm857617	presentation-related characteristics
acm857617	interactive environments
acm857617	heterogeneous information
acm857617	graphical technique selection
acm857617	domain-specific information
acm857617	data visualisation
acm857617	data characterization
acm857617	data analysis taxonomy
acm857617	automatically-generated examples
acm857617	automatic visualization
acm857617	automated graphical generation systems
acm857617	application domains
acm857618	visual display conversion
acm857618	visage
acm857618	user interface management systems
acm857618	user interface environment
acm857618	user interface design
acm857618	sage
acm857618	presentation tools
acm857618	multiple data visualizations
acm857618	interactive presentation slides
acm857618	interaction styles
acm857618	intelligent system
acm857618	information-centric approach
acm857618	information exploration
acm857618	information analysis
acm857618	direct user access
acm857618	data-intensive domains
acm857618	data manipulation operations
acm857618	briefing tool
acm857619	visualization-specific code
acm857619	visualization techniques reuse
acm857619	visual language
acm857619	vapl
acm857619	vanish
acm857619	software tool
acm857619	software prototyping
acm857619	software architecture
acm857619	rapid prototyping
acm857619	presentation toolkit
acm857619	interactive information visualization
acm857619	information navigation
acm857619	hierarchically structured information
acm857619	c++ class browser
acm857619	application domains
acm857620	visualization interface construction toolkits
acm857620	semantics
acm857620	large data sets
acm857620	interactive visualization
acm857620	interactive systems
acm857620	information communication
acm857620	information analysis
acm857620	information acquisition
acm857620	graphics
acm857620	complex 3d visualizations
acm857620	automatic presentation systems
acm857624	physically-based systems
acm857624	multidimensional information space
acm857624	information visualization
acm857624	hierarchies
acm857624	blobby clustering
acm857625	world wide web
acm857625	structural relationship
acm857625	semantic relationship
acm857625	rf-cone
acm857625	multiple viewpoints
acm857625	internet
acm857625	interactive viewpoint selection
acm857625	interactive 3d visualization
acm857625	information retrieval
acm857625	hypermedia
acm857625	graphical user interfaces
acm857625	data visualisation
acm857625	cvi
acm857625	adaptive information visualization method
acm857626	viewing specifications
acm857626	viewing parameters
acm857626	view operations
acm857626	spreadsheet programs
acm857626	spreadsheet approach
acm857626	selection criteria
acm857626	prototype systems
acm857626	multidimensional datasets
acm857626	inter-cell operations
acm857626	information visualization
acm857626	domain-specific operators
acm857626	data types
acm857626	data operations
acm857626	data complexity
acm857626	complex data set
acm857627	visual clutter
acm857627	subtree pruning
acm857627	spanning tree
acm857627	optimization
acm857627	node-link diagrams
acm857627	large directed graphs
acm857627	hyperbolic navigation
acm857627	hierarchical data
acm857627	h3 layout technique
acm857627	graph drawing
acm857627	euclidean 3-space
acm857627	domain-specific knowledge
acm857627	directed graphs
acm857627	data visualization
acm857627	3d hyperbolic space
acm857627	cone tree layout algorithm
acm857630	reference context
acm857630	occlusion
acm857630	information visualization metrics
acm857630	identifiable points
acm857630	dimensions
acm857630	design
acm857630	data visualisation
acm857630	data points
acm857630	data density
acm857630	3d information visualization
acm857630	cognitive overhead
acm857631	vlsi chip
acm857631	visual data mining
acm857631	trade-off analyses
acm857631	parallel coordinates
acm857631	multivariate dataset display
acm857631	multidimensional detective
acm857631	monitoring
acm857631	modeling relations
acm857631	knowledge discovery
acm857631	economic sectors
acm857631	economic policies
acm857631	economic model
acm857631	decision support
acm857631	data visualisation
acm857631	3d pattern recognition problem
acm857631	competition
acm857631	approximate optimization
acm857632	user interfaces
acm857632	taxonomy
acm857632	research
acm857632	point designs
acm857632	morphological analysis
acm857632	information visualization literature
acm857632	information visualization design space
acm857632	data visualisation
acm857638	vqe
acm857638	visual query language
acm857638	visage
acm857638	query processing
acm857638	multiple objects
acm857638	interactive visualization
acm857638	information centric paradigm
acm857638	graphical user interfaces
acm857638	direct manipulation
acm857638	declarative queries
acm857638	dataset
acm857638	database systems
acm857638	data exploration environment
acm857638	data analysis
acm857638	consistency
acm857639	user interface
acm857639	information visualization
acm857639	direct manipulation
acm857639	database
acm857639	data structure
acm857639	and dynamic query
acm857639	algorithm
acm857640	volume rendering
acm857640	scatterplot
acm857640	relational data
acm857640	multivariate data
acm857640	information visualization
acm857641	ubs
acm857641	spreadsheets
acm857641	similarity metrics
acm857641	low-dimensional space
acm857641	information visualization system
acm857641	high-dimensional data layout
acm857641	financial institution
acm857641	data visualisation
acm857641	data types
acm857641	data analysis
acm857641	3d visualization tool
acm857641	bead visualization system
acm857641	3d web browsers
acm857641	3d visualizations
acm857642	software visualization
acm857642	program understanding
acm857642	pan and zoom
acm857642	nested graphs
acm857642	mental map
acm857642	hypertext
acm857642	fisheye views
acm857643	visual universal-relation front end
acm857643	static analysis
acm857643	software understanding
acm857643	resource files
acm857643	queries
acm857643	program visualization front end
acm857643	multiple data sources
acm857643	high-quality
acm857643	dynamic analysis
acm857643	data visualisation
acm857643	data sources
acm857643	data model
acm857643	cacti
acm857645	user interface
acm857645	table lens
acm857645	spreadsheet
acm857645	single pixel row
acm857645	screen space
acm857645	multiple focal level management
acm857645	large data tables
acm857645	graphical representations
acm857645	focus visualization
acm857645	exploratory data analysis
acm857645	design enhancements
acm857645	data visualisation
acm857645	data values
acm857645	context visualization
acm857656	zoomable user interfaces (zuis)
acm857656	real-time computer graphics
acm857656	pad++
acm857656	multiscale interfaces
acm857656	evaluation
acm857656	animation
acm857659	theory
acm857659	information visualization
acm857659	formal methods
acm857659	focus+context visualization
acm857659	fisheye views
acm857660	spreadsheets
acm857660	natto view
acm857660	lifting-up operation
acm857660	inter-cell dependencies
acm857660	information visualization
acm857660	3d user interfaces
acm857662	interactive selection
acm857662	hierarchical representation
acm857662	exploratory data analysis
acm857662	brushing
acm857663	treemaps
acm857663	tree visualization
acm857663	information visualization
acm857665	time series data
acm857665	information visualization
acm857665	cluster analysis
acm857666	world wide web
acm857666	spreadsheet
acm857666	sensemaking
acm857666	log file analysis
acm857666	information visualization
acm857666	information ecologies
acm857667	visualization systems
acm857667	superscalar processors
acm857667	computer systems visualization
acm857670	text visualization
acm857670	text mining
acm857670	information visualization
acm857670	data mining
acm857670	association rule
acm857671	visual mining
acm857671	knowledge discovery
acm857671	java-based
acm857671	hidden structure and relationship
acm857672	visualization
acm857672	text visualization
acm857672	knowledge management
acm857672	information visualization
acm857672	information retrieval
acm857673	zoom
acm857673	information visualization
acm857673	data visualization
acm857673	cartography
acm857673	aggregation
acm857674	probabilistic algorithms
acm857674	dynamic query
acm857674	database
acm857675	world wide web
acm857675	user interface
acm857675	information visualization
acm857679	user task analysis
acm857679	spatio-temporal
acm857679	geographic visualization
acm857679	collaboration
acm857680	visualization metaphors
acm857680	trend analysis
acm857680	timeline
acm857681	interactive 3d
acm857681	electric utility restructuring
acm857681	electric power system visualization
acm857683	overview and detail
acm857683	information visualization
acm857683	hierarchy visualizations
acm857683	focus+context
acm857683	circular/radial displays
acm857683	animation
acm857684	metrics
acm857684	graph visualization
acm857684	graph navigation
acm857684	clustering
acm857685	visualization
acm857685	out-of-core algorithms
acm857685	massive data sets
acm857685	hierarchies
acm857685	graphs
acm857686	visualization formalism
acm857686	multidimensional databases
acm857686	database visualization
acm857686	database analysis
acm857687	portals
acm857687	multiple views
acm857687	data visualization
acm857688	multi-dimensional information space
acm857688	information visualization
acm857688	hierarchy
acm857688	focus+context
acm857688	clustering
acm857689	world wide web (www)
acm857689	visualization systems
acm857689	taxonomy
acm857689	modular visualization environment (mve)
acm857689	knowledge base
acm857689	information visualization
acm857690	metrics
acm857690	information visualization
acm857690	information theory
acm857690	information content
acm857691	techniques
acm857691	taxonomy
acm857691	reference model
acm857691	operators
acm857691	information visualization
acm857691	data state model
acm857692	maps
acm857692	information visualization
acm857692	feature labeling
acm857692	cartography
acm857692	cartographic generalization
acm857694	personal digital assistants
acm857694	information visualization
acm857694	focus+context techniques
acm857697	virtual worlds
acm857697	metaphor-aware navigation
acm857697	3d information visualization
acm857697	3d visual metaphors
acm857697	3d navigation
acm857698	interactive information visualization
acm857698	human-computer collaboration
acm857698	configuration design
acm857698	combinatorial search
acm857699	visualization
acm857699	plagiarism
acm857699	pattern matching
acm857699	n-gram analysis
acm857700	work materials
acm857700	spatio-temporal order
acm857700	information visualization
acm857700	electronic workspace
acm857700	context
acm857700	architecture
acm857702	visualization
acm857702	metaphor displays
acm857702	medicine
acm857702	graphic displays
acm857702	display design
