article_id	num_refs	ref_id	ref_text
acm857609	11	acm300818	G. Robertson and J. D. Mackinlay. The document lens. In Proceedings of the ACM Symposium on User Interface Software and Technology, pages 101Â–108, 1993.
acm857609	11	acm108883	George G. Robertson , Jock D. Mackinlay , Stuart K. Card, Cone Trees: animated 3D visualizations of hierarchical information, Proceedings of the SIGCHI conference on Human factors in computing systems: Reaching through technology, p.189-194, April 27-May 02, 1991, New Orleans, Louisiana, United States 
acm857612	10	id4671	"Yahoo!", http://www.yahoo.com/
acm857612	10	id4692	"Lycos", http://www.lycos.com/
acm857612	10	id4711	"Alta Vista", http://altavista.digital.com/
acm857612	10	acm261082	Teuvo Kohonen, Self-organizing maps, Springer-Verlag New York, Inc., Secaucus, NJ, 1997 
acm857612	10	id4747	Gallant, S.I., W. R. Caid, et al, "Feedback and Mixing Experiments with MatchPlus", Proceedings TREC-2 Conference, D. Harman, Ed, Gaithersburg, MD. Aug. 1993.
acm857612	10	id4748	Sasseen, R. V., J. L. Carleton, W. R. Caid, "CONVECTIS: A Context Vector-Based On-Line Indexing System", in Proceedings IEEE Dual-Use Conference, 1995.
acm857612	10	id4749	Pu, K. Q., C. Z. Ren, "Image/Text Automatic Indexing and Retrieval System Using Context Vector Approach" SPIE Volume 2606, 1995.
acm857612	10	id4756	Kohonen, et. al., "http://websom.hut.fi/websom/"
acm857612	10	id4769	Watson, G.S., "Statistics on Spheres", John Wiley and Sons, 1983.
acm857612	10	id4787	DeSieno, D., "Adding a Conscience to Competitive Learning", in Proceedings of the International Conference on Neural Networks, I, IEEE Press, NY, 1988.
acm857613	11	acm549990	Berners-Lee, T., Cailliau, R., Luotonen, A., Nielsen, H. F., and Secret, A. "The World Wide Web". Communications ofthe ACM 37 (8), pp 87-96, August 1994.
acm857613	11	id4410	"Content Standards for Digital Geospatial Metadata Workbook". Federal Geographic Data Committee. March 24, 1995. Washington,D.C.
acm857613	11	id4431	"The Master Environmental Library homepage". &lt;URL:http://www-mel.nrlmry.navy.mil&gt;.
acm857613	11	id4433	Gosling, J. and McGilton, H. "The JavaTM Language Environment: A White Paper". &lt;URL:http://java.sun.com/whitePaper/java-white-paperI.html&gt;.
acm857613	11	id4452	"National Oceanic and Atmospheric Administration's NOAAServer". &lt;URL: http://www.esdim.noaa.gov/NOAAServer/&gt;.
acm857613	11	id4469	"NASA's Earth Observation System Data Information System IMS WWW interface". &lt;URL:http://harp.gsfc.nasa.gov/imsbin/pub/imswelcome&gt;.
acm857613	11	id3360	Kahle, B. "An Information System for Corporate Users: Wide Area Information Servers". Thinking Machines Technical Report TMC-199, Thinking Machines, 199 1.
acm857613	11	acm857593	Wright, W. "Research Report: Information Animation Applications in the Capital Markets". Proceedings, Information Visualization '95, pp 19-25, October 1995.
acm857613	11	id4471	"National Geospatial Data Clearinghouse". &lt;URL:hhtp://fgdc.er.usgs.gov/clearover.html&gt; 
acm857613	11	acm857582	Mitchell, R., Day, D., and Hirschman L. "Fishing for Information on the Internet". Proceedings, Information Visualization '95, pp 105-l 11, October 1995.
acm857613	11	acm857579	J. A. Wise and J. J. Thomas and K. Pennock and D. Lantrip and M. Pottier and A. Schur and V. Crow. Visualizing the Non-Visual: Spatial analysis and interaction with information from text documents. Proc. of Information Visualization '95, pp. 51-58, 1995.
acm857614	8	id4576	Badre, A., Guzdial, M., Hudson, S. &amp; Santos, P. (1995). "A user interface evaluation environment using synchronized video, visualizations and event trace data" In Software Quality Journal. 4, 101-13.
acm857614	8	acm801801	Teresa Bleser , James D. Foley, Towards specifying and evaluating the human factors of user-computer interfaces, Proceedings of the SIGCHI conference on Human factors in computing systems, p.309-314, March 15-17, 1982, Gaithersburg, Maryland, United States 
acm857614	8	id4608	Bransford, J. D. &amp; Johnson, M. K. (1972). "Contextual Prerequisites for Understanding: Some Investigations of Comprehension and Recall". Journal of Verbal Learning and Verbal Behavior, 11,717-26.
acm857614	8	id4617	Eick, S. G., Nelson, M. C., &amp; Schmidt, J. D. (1994). "Graphical Analysis of Computer Log Files". Communications of the ACM, 37, 12,50-56.
acm857614	8	acm317474	Good, M. (1985). "The Use of Logging Data in the Design of a New Text Editor". CHI '85 Conference Proceedings, 93-97.
acm857614	8	id4651	Guzdial, M., Santos, P., Hudson, S. &amp; Gray, M. (1994). "Analyzing and Visualizing Log Files: A Computational Science of Usability". Presented at HCI Consortium Workshop, Feb. 2-6, 1994.
acm857614	8	acm214799	Kay, J. &amp; Thomas, R. C. (1995). "Studying Long-Term System Use". Communications of the ACM, July 1995,38,7,61-8.
acm857614	8	acm62420	Olsen, D. and Halversen, B. (1988). "Interface Usage Measurements in a User Interface Management System". Proceedings of ACM SIGGRAPH Symposium on User Interface Software 1988. 102-8.
acm857615	12	id4487	"Archive of MBone maps from 1992-1993". ftp://parcftp.xerox.com/pub/net-research/mbone/maps/.
acm857615	12	acm614292	Becker R. A., Eick S. G., Wills G. J. "Visualizing Network Data", IEEE Transactions on Visualizations and Graphics, Vol. 1, No. 1, 1995, pp. 16-28.
acm857615	12	id4506	G. Bell, A. Parisi, and M. Pesce. "The Virtual Reality Modelling Language 1.O Specification". http://vag.vrml.org/vrml1Oc.html.
acm857615	12	id4524	P. Brooks. "University of Cambridge Computer Lab's MBone Index Page". http://www.cl.cam.ac.uk/mbone/#Mrouted.
acm857615	12	id4529	D. R. Cheriton and S. E. Deering. "Host Groups: A Multicast Extension for Datagram Intemetworks". In Proceedings of the Ninth Data Communications Symposium. ACM/IEEE,September 1985.
acm857615	12	id4541	K.C. Cox, S.G. Eick, "3D Displays of Internet Traffic". In Proc. IEEE Information Visualization '95, pp 129-131, October 1995.
acm857615	12	id4542	C. Eubanks, J. Moreland, and D. Nadeau. "The VRML Repository". http://rosebud.sdsc.edu/vrml/.
acm857615	12	id4551	S. E. Lamm, D. A. Reed, and W. H. Scullin. "Real-Time Geographic Visualization of World Wide Web Traffic". In Proceedings of the Fifth International World Wide Web Conference (Paris, France), May 6-10, 1996, 1996. http://www-pablo.cs.uiuc.edu/Projects/VR/vr.html.
acm857615	12	acm217311	Tamara Munzner and Paul Burchard. Visualizing the Structure of the World Wide Web in 3D Hyperbolic Space. In Proceedings of VRML '95, pages 33-38. ACM, 1995.
acm857615	12	id4552	T. Munzner, K. Claffy, E. Hoffman, and B. Fenner. "Planet Multicast". http://www.nlanr.net/Vis/PlanetMulticast.
acm857615	12	id4564	T. Munzner, D. Meyer, P. Burchard, and S. Levy. "WebOOGL: Integrating 3D graphics and the Web". http://www.geom.umn.edu/locate/weboogl.
acm857615	12	id4565	M. Phillips, S. Levy, and T. Munzner. "Geomview: An Interactive Geometry Viewer". Notices of the American Mathematical Society, 40(8):985-988, October 1993. Computers and Mathematics Column. Available via anonymous ftp from geom.umn.edu.
acm857617	13	acm162510	Y. Arens, E. Hovy, and M. Vossers. "The knowledge underlying multimedia presentations". In M. Maybury, editor, Intelligent Multimedia Intetiaces, pages 280-306. The MIT Press, 1993.
acm857617	13	id6160	J. Bertin, Semiology of Graphics: Diagrams, Networks, Maps. Univ. of Wisconsin Press, 1983.
acm857617	13	acm108361	Stephen M. Casner, Task-analytic approach to the automated design of graphic presentations, ACM Transactions on Graphics (TOG), v.10 n.2, p.111-151, April 1991 
acm857617	13	id3820	M. Dalal, S. Feiner, K. McKeown, D. Jordan, and B. Allen. "MAGIC: An experimental system for generating multimedia briefings about post-bypass patient status". Submitted, 1996.
acm857617	13	id3831	S. Feiner. "APEX: An experiment in the automated creation of pictorial explanations". IEEE Computer Graphics and Applications, 5(11):29-37, 1985.
acm857617	13	id3850	E. Goldsmith. "Research Into Illustration: An Approach and A Review". Cambridge University Press, 1984.
acm857617	13	acm562139	Peter R. Keller , Mary M. Keller, Visual Cues: Practical Data Visualization, IEEE Computer Society Press, Los Alamitos, CA, 1994 
acm857617	13	acm22950	Jock Mackinlay, Automating the design of graphical presentations of relational information, ACM Transactions on Graphics (TOG), v.5 n.2, p.110-141, April 1986 
acm857617	13	id3868	E. Rich and K. Knight. "Artificial Intelligence". McGraw-Hill, Inc., second edition, 1991.
acm857617	13	acm97273	Steven F. Roth , Joe Mattis, Data characterization for intelligent graphics presentation, Proceedings of the SIGCHI conference on Human factors in computing systems: Empowering people, p.193-200, April 01-05, 1990, Seattle, Washington, United States 
acm857617	13	id3871	S. F. Roth and J. Mattis. "Automating the presentation of information". In Proc. IEEE Conf. on AI Applications, pages 90-97, 1991.
acm857617	13	acm949553	S. Wehrend and C. Lewis "A problem-oriented classification of visualization techniques", In Proc. IEEE Visualization '90, San Francisco, October 1990, pp. 139-143.
acm857617	13	id3880	M. Zhou and S. Feiner. "Top-down hierarchical planning for automated design of coherent visual discourse". Submitted, 1996.
acm857618	13	acm191775	C. Ahlberg and B. Shneiderman. Visual Information Seeking: Tight Coupling of Dynamic Query Filters with Starfield Displays. In The Proc. Human Factors in Computing Systems Conf, pages 313-319, 1994.
acm857618	13	acm223381	Christopher Ahlberg , Erik Wistrand, IVEE: an environment for automatic creation of dynamic queries applications, Conference companion on Human factors in computing systems, p.15-16, May 07-11, 1995, Denver, Colorado, United States 
acm857618	13	acm191676	J.M. Ballay, "Designing Workscape: An Interdisciplinary Experience," Proc.CHI 94 Human Factors in Computing Systems, ACM Press, New York, pp. 10-15.
acm857618	13	acm37086	Richard A. Becker , William S. Cleveland, Brushing scatterplots, Technometrics, v.29 n.2, p.127-142, May 1, 1987 
acm857618	13	acm238446	Stuart K. Card , George G. Robertson , William York, The WebBook and the Web Forager: an information workspace for the World-Wide Web, Proceedings of the SIGCHI conference on Human factors in computing systems: common ground, p.111-ff., April 13-18, 1996, Vancouver, British Columbia, Canada 
acm857618	13	acm300752	S.G. Eick and G.J. Wills. "Navigating Large Networks with Hierarchies". In Proc. of IEEE Visualization, 1993, pages 204-210.
acm857618	13	acm223960	Ken Fishkin , Maureen C. Stone, Enhanced dynamic queries via movable filters, Proceedings of the SIGCHI conference on Human factors in computing systems, p.415-420, May 07-11, 1995, Denver, Colorado, United States 
acm857618	13	id2789	J. Goldstein et al., "A Framework for Knowledge-Based Interactive Data Exploration," J. of Visual Languages and Computing, Vol. 5, No. 4, pp. 339-364.
acm857618	13	acm949654	Brian Johnson , Ben Shneiderman, Tree-Maps: a space-filling approach to the visualization of hierarchical information structures, Proceedings of the 2nd conference on Visualization '91, October 22-25, 1991, San Diego, California 
acm857618	13	acm97975	John Alan McDonald , Werner Stuetzle , Andreas Buja, Painting multiple views of complex objects, ACM SIGPLAN Notices, v.25 n.10, p.245-257, Oct. 1990 
acm857618	13	acm191776	Ramana Rao , Stuart K. Card, The table lens: merging graphical and symbolic representations in an interactive focus + context visualization for tabular information, Proceedings of the SIGCHI conference on Human factors in computing systems: celebrating interdependence, p.318-322, April 24-28, 1994, Boston, Massachusetts, United States 
acm857618	13	acm191719	Steven F. Roth , John Kolojejchick , Joe Mattis , Jade Goldstein, Interactive graphic design using automatic presentation knowledge, Proceedings of the SIGCHI conference on Human factors in computing systems: celebrating interdependence, p.112-117, April 24-28, 1994, Boston, Massachusetts, United States 
acm857618	13	id3780	L. Tessler, "The Smalltalk Environment," Byte, Vol. 6, No. 8, Aug. 1981, pp. 90-147.
acm857619	12	id5836	Ahlberg C., Wistrand E. "IVEE: An Information Visualization &amp; Exploration Environment". Proc. IEEE Information Visualization '95, Atlanta, Georgia USA, Oct. 30-31, 1995, pp. 66-73.
acm857619	12	acm857597	Jeromy Carriere and Rick Kazman. "Interacting with huge hierarchies Beyond cone trees". In Proceedings of the IEEE Symposium on Information Visualization, pages 74-81, oct 1995.
acm857619	12	id3898	P. Cox, F. Giles, T. Pietrzykowski, "Prograph: A Step Towards Liberating Programming from Textual Conditioning", IEEE Workshop on Visual Languages, 1989, 150-155.
acm857619	12	acm949654	Brian Johnson , Ben Shneiderman, Tree-Maps: a space-filling approach to the visualization of hierarchical information structures, Proceedings of the 2nd conference on Visualization '91, October 22-25, 1991, San Diego, California 
acm857619	12	id3899	R. Kazman, J. Carriere, "An Adaptable Software Architecture for Rapidly Creating Information Visualizations", Proc. of Graphics Inte$ace '96, 1996, 17-27.
acm857619	12	acm238526	B. Myers, D. Kosbie, "Reusable Hierarchical Command Objects", Proc. of CHI '96, 1996,260-267.
acm857619	12	id3920	J. Rasure, C. Williams, "An Integrated Visual Language and Software Development Environment", Journal of Visual Languages and Computing, 2, 1991,217-246.
acm857619	12	acm108883	George G. Robertson , Jock D. Mackinlay , Stuart K. Card, Cone Trees: animated 3D visualizations of hierarchical information, Proceedings of the SIGCHI conference on Human factors in computing systems: Reaching through technology, p.189-194, April 27-May 02, 1991, New Orleans, Louisiana, United States 
acm857619	12	acm191719	Steven F. Roth , John Kolojejchick , Joe Mattis , Jade Goldstein, Interactive graphic design using automatic presentation knowledge, Proceedings of the SIGCHI conference on Human factors in computing systems: celebrating interdependence, p.112-117, April 24-28, 1994, Boston, Massachusetts, United States 
acm857619	12	acm864453	M. Sarkar and M.H. Brown, "Graphical Fisheye Views," Comm. ACM, Vol. 37, No. 12, 1994, pp. 73-84.
acm857619	12	acm33404	Edward R. Tufte, The visual display of quantitative information, Graphics Press, Cheshire, CT, 1986 
acm857619	12	id3931	UIMS Tool Developers Workshop, "A Metamodel for the Runtime Architecture of an Interactive System", SIGCHI Bulletin, 24(l), 1991, 32-37.
acm857620	10	acm857577	Chuah, M.C., Roth, S.F., Mattis, J., and Kolojejchick, J. "SDM: Malleable information graphics". Proceedings of the Symposium on Information Visualization, November 1995, IEEE, 36-42.
acm857620	10	acm83821	Foley, J., van Dam, A., Feiner, S. Hughes, J., Computer Graphics: Principles and Practice, Addison-Wesley Inc., 1997, pp. 83-91.
acm857620	10	acm191682	Jade Goldstein , Steven F. Roth, Using aggregation and dynamic queries for exploring large data sets, Proceedings of the SIGCHI conference on Human factors in computing systems: celebrating interdependence, p.23-29, April 24-28, 1994, Boston, Massachusetts, United States 
acm857620	10	acm92489	J. G. Hollands , T. T. Carey , M. L. Matthews , C. A. McCann, Presenting a graphical network: a comparison of performance using fisheye and scrolling views, Proceedings of the third international conference on human-computer interaction on Designing and using human-computer interfaces and knowledge based systems (2nd ed.), p.313-320, September 1989, Boston, Massachusetts, United States
acm857620	10	acm27624	Jacob, R., "A Specification Language for Direct-Manipulation User Interfaces", Transactions on Graphics, Vol. 5, No. 4,October 1986, ACM,283-317.
acm857620	10	acm180173	Y. Leung and M. Apperley. A review and taxonomy of distortion-oriented presentation techniques. ACM Transactions on Computer-Human Interaction, 1(2):126Â–160, 1994.
acm857620	10	id3942	Mackinlay, J., Card, SK., and Robertson, G.G., "A Semantic Analysis of the Design Space of Input Devices", Human-Computer Interaction, Vol. 5, 1990, Lawrence Erlbaum Associates, Inc., 14.5190.
acm857620	10	acm191776	Ramana Rao , Stuart K. Card, The table lens: merging graphical and symbolic representations in an interactive focus + context visualization for tabular information, Proceedings of the SIGCHI conference on Human factors in computing systems: celebrating interdependence, p.318-322, April 24-28, 1994, Boston, Massachusetts, United States 
acm857620	10	acm191719	Steven F. Roth , John Kolojejchick , Joe Mattis , Jade Goldstein, Interactive graphic design using automatic presentation knowledge, Proceedings of the SIGCHI conference on Human factors in computing systems: celebrating interdependence, p.112-117, April 24-28, 1994, Boston, Massachusetts, United States 
acm857620	10	acm857618	S. F. Roth , P. Lucas , J. A. Senn , C. C. Gomberg , M. B. Burks , P. J. Stroffolino , A. J. Kolojechick , C. Dunmire, Visage: a user interface environment for exploring information, Proceedings of the 1996 IEEE Symposium on Information Visualization (INFOVIS '96), p.3, October 28-29, 1996 
acm857624	20	acm614294	M. Gross, R. Koch. "Visualization of Multidimensional Shape and Texture Features in Laser Range Data using Complex-Valued Gabor Wavelets", IEEE-Transactions on Visualization and Computer Graphics, Vol. I, No. 1, pp.44-59, 1995
acm857624	20	id5041	A. Witkin, D. Baraff, M. Kass. "Physically-Based Modeling", SIGGRAPH Course Notes 34, 1995
acm857624	20	acm857597	Jeromy Carriere and Rick Kazman. "Interacting with huge hierarchies Beyond cone trees". In Proceedings of the IEEE Symposium on Information Visualization, pages 74-81, oct 1995.
acm857624	20	acm857579	J. A. Wise and J. J. Thomas and K. Pennock and D. Lantrip and M. Pottier and A. Schur and V. Crow. Visualizing the Non-Visual: Spatial analysis and interaction with information from text documents. Proc. of Information Visualization '95, pp. 51-58, 1995.
acm857624	20	id5044	F. Young, P. Rheingans. "Visualizing Structure in High-Dimensional Multivariate Data", IBM Journal of Research and Development, Vol. 35, No. l/2, pp. 97-107, 1991
acm857624	20	id4935	Hendley. R., Drew, N., Wood, A., and Beale, R. (1999) "Narcissus Visualizing Information". In Card, S. K.; Mackinlay, J.D., and Shneiderman, B. (eds), Readings in Information Visualization Using Vision to Think, San Francisco Morgan Kaufmann, 503-511.
acm857624	20	acm580470	T. H. Cormen, C. E. Leiserson, and R. L. Rivest. "Introduction to Algorithms". MIT Press, Cambridge, Massachusetts, 1994
acm857624	20	id4865	Ingo Bruss and Ame Frick. "Fast interactive 3-D graph visualization". In Proceedings of Graph Drawing '95, Lecture Notes in Computer Science 1027, pages 99-110,1995.
acm857624	20	id5069	R. J. Hendley, N. S. Drew. "Visualisation of complex systems", http://www.cs.bham.ac.uW-jhaightml, 1995
acm857624	20	acm245035	Matthew Chalmers, A linear iteration time layout algorithm for visualising high-dimensional data, Proceedings of the conference on Visualization '96, p.127-ff., October 28-29, 1996, San Francisco, California, United States 
acm857624	20	acm218443	M. Harada, A. Witkin, D. Baraff. "Interactive Physically-Based Manipulation of Discrete/Continuous Models", Proceedings SIGGRAPH 95, pp. 199-208, 1995
acm857624	20	id3340	Andrew Wood, Nick Drew, Russell Beale, and Bob Hendley. "HyperSpace: Web Browsing with Visualisation". Available at http: //www.cs.bham.ac.uk/amw/hyperspace/. Poster/Demo at WWW'95, Darmstadt, Germany.
acm857624	20	acm120788	Tyson R. Henry , Scott E. Hudson, Interactive graph layout, Proceedings of the 4th annual ACM symposium on User interface software and technology, p.55-64, November 11-13, 1991, Hilton Head, South Carolina, United States 
acm857624	20	acm857602	Bentley C., Ward M. "Animating Multidimensional Scaling to Visualize N-Dimensional Data Sets". Proc. IEEE Information Visualization '96, San Francisco, Oct. 28-29, 1996, pp. 72-73.
acm857624	20	acm274432	Spence, R., "Information Visualization", ACM Press, 2000.
acm857624	20	id5085	T. C. Sprenger, M. H. Gross, A. Eggenberger, M. Kaufmann. "A Framework for Physically-Based Information Visualization". Eight EuroGraphics - Workshop on Visualization in Scientific Computing, France, pp. 77-86, 1997
acm857624	20	acm357310	James F. Blinn, A Generalization of Algebraic Surface Drawing, ACM Transactions on Graphics (TOG), v.1 n.3, p.235-256, July 1982 
acm857624	20	id5118	S. Muraki. "Volumetric shape description of range data using "Blobby Model"". Proceedings SIGGRAPH 91, pp. 227-235, July 1991
acm857624	20	id5140	Janos D. Pintér. "Computation of Elliptic Fekete Point Sets". Internal report CWI, P.O. Box 94079,109O GB Amsterdam, The Netherlands
acm857624	20	acm180923	J. Bloomenthal. "An Implicit Surface Polygonizer". Graphics Gems IV Boston: Academic Press, pp. 324-349, 1994
acm857625	9	id5260	S. K. Card, "Visualizing retrieved information: A Survey" IEEE Computer Graphics and Applications, vol. 16, pp. 63-67, 1996.
acm857625	9	id5261	Gershon, N., et al., "Visualizing Internet Resources", Proc. IEEE InfoVis'95, 122-128, 1995.
acm857625	9	acm188563	Matthias Hemmje , Clemens Kunkel , Alexander Willett, LyberWorld-a visualization user interface supporting fulltext retrieval, Proceedings of the 17th annual international ACM SIGIR conference on Research and development in information retrieval, p.249-259, July 03-06, 1994, Dublin, Ireland 
acm857625	9	id5281	Kohonen, T., "The Self-Organizing Map", Proc. IEEE, 78(9):1464-1480, 1990.
acm857625	9	acm258592	Lieberman, H., "Autonomous Interface Agents", Proc. ACM CHI'97, 67-73, 1997.
acm857625	9	acm223947	Sougata Mukherjea , James D. Foley , Scott Hudson, Visualizing complex hypermedia networks through multiple hierarchical views, Proceedings of the SIGCHI conference on Human factors in computing systems, p.331-337, May 07-11, 1995, Denver, Colorado, United States 
acm857625	9	acm192429	Earl Rennison, Galaxy of news: an approach to visualizing and understanding expansive news landscapes, Proceedings of the 7th annual ACM symposium on User interface software and technology, p.3-12, November 02-04, 1994, Marina del Rey, California, United States 
acm857625	9	acm108883	George G. Robertson , Jock D. Mackinlay , Stuart K. Card, Cone Trees: animated 3D visualizations of hierarchical information, Proceedings of the SIGCHI conference on Human factors in computing systems: Reaching through technology, p.189-194, April 27-May 02, 1991, New Orleans, Louisiana, United States 
acm857625	9	acm866599	Salton, G., et al., "Automatic Structuring and Retrieval of Large Text Files", Comm. ACM, 37(2):97-108, 1994.
acm857626	24	acm191775	C. Ahlberg and B. Shneiderman. Visual Information Seeking: Tight Coupling of Dynamic Query Filters with Starfield Displays. In The Proc. Human Factors in Computing Systems Conf, pages 313-319, 1994.
acm857626	24	id5154	Anupam V., Dar S., Leibfried T., Petajan E. "DataSpace 3-D Visualization of Large Databases", Proc. Int. Symp. on Information Visualization, Atlanta, GA, 1995, pp. 82-88.
acm857626	24	acm833835	E. H. Chi, P. Barry, E. Shoop, J. V. Carlis, E. Retzel, and J. Riedl. "Visualization of biological sequence similarity search results". In Proceeding Visualization '95, pages 44-51, Atlanta, GA, Oct. 1995.
acm857626	24	acm245041	E. H. Chi, J. Riedl, E. Shoop, J. V. Carlis, E. Retzel, and P. Barry. "Flexible information visualization of multivariate data from biological sequence similarity searches". In IEEE Visualization '96, pages 133-140,477. IEEE CS Press, 1996.
acm857626	24	acm576082	William C. Cleveland , Marylyn E. McGill, Dynamic Graphics for Statistics, CRC Press, Inc., Boca Raton, FL, 1988 
acm857626	24	id5194	M. 0. Dayhoff, R. M. Schwartz, and B. C. Orcutt. "A model of evolutionary change in proteins". In M. 0. Dayhoff, editor, Atlas of Protein Sequence and Structure, Vol. 5, Suppl. 3, chapter 22, pages 345-352. National Biomedical Research Foundation, 1978.
acm857626	24	acm22342	G. W. Furnas, Generalized fisheye views, Proceedings of the SIGCHI conference on Human factors in computing systems, p.16-23, April 13-17, 1986, Boston, Massachusetts, United States 
acm857626	24	acm378494	Paul E. Haeberli, ConMan: a visual programming language for interactive graphics, ACM SIGGRAPH Computer Graphics, v.22 n.4, p.103-111, Aug. 1988 
acm857626	24	acm187170	A.F. Hasler, K. Palaniappan, and M. Manyin, "A High Performance Interactive Image Spreadsheet (IISS)," Computers in Physics, Vol. 8, May/June 1994, pp. 325-342.
acm857626	24	id5220	S. Henikoff and J. Henikoff. "Performance evaluation of amino acid substitution matrices". Proteins: Structure, Function, and Genetics, 17:49-61, 1993.
acm857626	24	acm180173	Y. Leung and M. Apperley. A review and taxonomy of distortion-oriented presentation techniques. ACM Transactions on Computer-Human Interaction, 1(2):126Â–160, 1994.
acm857626	24	acm192190	M. Levoy, "Spreadsheets for Images," Proc. Siggraph 94, A. Glassner, ed., ACM Press, New York, 1994, pp. 139-146.
acm857626	24	id5224	T. Munzner, P. Burchard, and E. H. Chi. "Visualization through the World Wide Web with Geomview, Cyberview, W3Kit, and WebOOGL". World Wide Web Fall 1994 Conference.
acm857626	24	acm28737	K.W. Piersol, "Object-Oriented Spreadsheets: The Analytic Spreadsheet Package," Proc. Conf. on Object-Oriented Applications (Sigplan Notices, Vol. 21, No. 11), N. Meyrowitz, ed., ACM Press, New York, 1986, pp. 385-390.
acm857626	24	acm191776	Ramana Rao , Stuart K. Card, The table lens: merging graphical and symbolic representations in an interactive focus + context visualization for tabular information, Proceedings of the SIGCHI conference on Human factors in computing systems: celebrating interdependence, p.318-322, April 24-28, 1994, Boston, Massachusetts, United States 
acm857626	24	acm300818	G. Robertson and J. D. Mackinlay. The document lens. In Proceedings of the ACM Symposium on User Interface Software and Technology, pages 101Â–108, 1993.
acm857626	24	acm108883	George G. Robertson , Jock D. Mackinlay , Stuart K. Card, Cone Trees: animated 3D visualizations of hierarchical information, Proceedings of the SIGCHI conference on Human factors in computing systems: Reaching through technology, p.189-194, April 27-May 02, 1991, New Orleans, Louisiana, United States 
acm857626	24	acm864724	Manojit Sarkar and Marc H. Brown. "Graphical fisheye views of graphs". In Proceedings of ACM SIGCHI '92 Conference on Human Factors in Computing Systems, pages 83-91, May 1992.
acm857626	24	acm168650	M. Sarkar et al., "Stretching the Rubber Sheet: A Metaphor for Viewing Large Layouts on Small Screens," UIST: Proc. ACM Symp. on User Interface Software and Tech., ACM Press, New York, 1993, pp. 81-91.
acm857626	24	acm245018	W. J. Schroeder, K. M. Martin, and W. E. Lorensen. "The design and implementation of an object-oriented toolkit for 3d graphics and visualization". In R. Yagel and G. M. Nielson, editors, IEEE Visualization '96, pages 93-100. IEEE CS Press, 1996.
acm857626	24	acm272980	W.J. Schroeder, K.M. Martin, and W.E. Lorensen, The Visualization Toolkit: An Object-Oriented Approach to 3D Graphics, Prentice Hall, Englewood Cliffs, N.J., 1996.
acm857626	24	acm237097	Spenke, M., Beilken, C., Berlarge, T., FOCUS: the interactive table for product comparison and selection, in Proceedings of UISTÂ’96, pp.41-50, 1996.
acm857626	24	acm33404	Edward R. Tufte, The visual display of quantitative information, Graphics Press, Cheshire, CT, 1986 
acm857626	24	acm617498	Craig Upson , Thomas Faulhaber, Jr. , David Kamins , David Laidlaw , David Schlegel , Jefrey Vroom , Robert Gurwitz , Andries van Dam, The Application Visualization System: A Computational Environment for Scientific Visualization, IEEE Computer Graphics and Applications, v.9 n.4, p.30-42, July 1989 
acm857627	29	acm857604	Keith Andrews, Michael Pichler, and Peter Wolf. "Towards rich information landscapes for visualizing structured web spaces". In Proceedings of Information Visualization '96 Symposium (San Francisco, CA, October 28-29, 1996), pages 62-63. IEEE, 1996.
acm857627	29	id4850	Eric Z. Ayers and John T. Stasko. "Using graphic history in browsing the world wide web". In Proceedings of the Fourth International World-Wide Web Conference, Boston, 1995.
acm857627	29	id4854	G. Di Battisata et al., "Annotated Bibliography on Graph Drawing Algorithms," Computational Geometry: Theory and Applications, Vol. 4, No. 5, 1994, pp. 235-282.
acm857627	29	id4865	Ingo Bruss and Ame Frick. "Fast interactive 3-D graph visualization". In Proceedings of Graph Drawing '95, Lecture Notes in Computer Science 1027, pages 99-110,1995.
acm857627	29	id4878	S. D. Benford, D. N. Snowdon, C. M. Greenhalgh, R. J. Ingram, I. Knox, and C. C. Brown. "VR-VIBE A virtual environment for co-operative information retrieval". In Proc. Eurographics'95, pages 349-"360, Sept. 1995.
acm857627	29	acm857597	Jeromy Carriere and Rick Kazman. "Interacting with huge hierarchies Beyond cone trees". In Proceedings of the IEEE Symposium on Information Visualization, pages 74-81, oct 1995.
acm857627	29	acm39091	J.H. Conway and N.J.A. Sloane, "Sphere Packings, Lattices, and Groups" Springer-Verlag, Berlin, 1988.
acm857627	29	id4909	PROBLEM D6mel, P. "WebMap - A Graphical Hypertext Navigation Tool". Second International WWW Conference, October 17-20, Chicago, 1994. http //www.ncsa.uiuc.edu/SDG/IT94/Proceedings/Searching/doemel/www-fall94.html [accessed on 07/01/96]
acm857627	29	id4923	A. Frick, A. Ludwig, and H. Mehldau, Â“A Fast Adaptive Layout Algorithm for Undirected Graphs,Â” Proc. DIMACS IntÂ’l Workshop Graph Drawing (GD Â’94), R. Tamassia and I.G. Tollis, eds., pp. 388-403, 1995.
acm857627	29	id4927	Charlie Gunn and Delle Maxwell. "Not Knot". Jones &amp; Bartlett, 1991. [video].
acm857627	29	id4935	Hendley. R., Drew, N., Wood, A., and Beale, R. (1999) "Narcissus Visualizing Information". In Card, S. K.; Mackinlay, J.D., and Shneiderman, B. (eds), Readings in Information Visualization Using Vision to Think, San Francisco Morgan Kaufmann, 503-511.
